Pkt_no,Time,src,dst,length,ttl,Type,RTT,Time,Loc,mVoiceRegState,mDataRegState,mChannelNumber,mPci,mEarfcn,mCellBandwidths,rssi,rsrp,rsrq,rssnr,lteLevel,rat,mPci,mEarfcn,rssi,rsrp,rsrq
117,1684945409.064207000,172.217.14.68,10.215.173.1,132,64,0,44.866,1684945409.9920819,"40.493980,-111.865871",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-79,-11
118,1684945410.021177000,10.215.173.1,172.217.14.68,132,64,8,,1684945410.3995352,"40.493980,-111.865871",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-79,-11
119,1684945410.062739000,172.217.14.68,10.215.173.1,132,64,0,41.562,1684945410.987287,"40.493980,-111.865871",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-79,-11
120,1684945411.023020000,10.215.173.1,172.217.14.68,132,64,8,,1684945411.3474119,"40.493980,-111.865871",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-79,-11
121,1684945411.062548000,172.217.14.68,10.215.173.1,132,64,0,39.528,1684945411.912585,"40.493980,-111.865871",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-79,-11
122,1684945412.023938000,10.215.173.1,172.217.14.68,132,64,8,,1684945412.196797,"40.493980,-111.865871",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-79,-11
123,1684945412.063767000,172.217.14.68,10.215.173.1,132,64,0,39.829,1684945413.131139,"40.493980,-111.865871",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-79,-11
124,1684945413.026174000,10.215.173.1,172.217.14.68,132,64,8,,1684945413.4921641,"40.493980,-111.865871",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-79,-11
125,1684945413.063529000,172.217.14.68,10.215.173.1,132,64,0,37.355,1684945414.040361,"40.493980,-111.865870",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-79,-11
126,1684945414.027464000,10.215.173.1,172.217.14.68,132,64,8,,1684945414.330766,"40.493980,-111.865870",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-79,-11
127,1684945414.063917000,172.217.14.68,10.215.173.1,132,64,0,36.453,1684945414.988967,"40.493980,-111.865870",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-77,-9
128,1684945415.028602000,10.215.173.1,172.217.14.68,132,64,8,,1684945415.260561,"40.493980,-111.865870",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-77,-9
129,1684945415.075690000,172.217.14.68,10.215.173.1,132,64,0,47.088,1684945415.887499,"40.493980,-111.865870",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-77,-9
130,1684945416.029325000,10.215.173.1,172.217.14.68,132,64,8,,1684945416.160303,"40.493979,-111.865870",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-77,-9
131,1684945416.073888000,172.217.14.68,10.215.173.1,132,64,0,44.563,1684945416.979261,"40.493979,-111.865870",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-77,-9
132,1684945417.030910000,10.215.173.1,172.217.14.68,132,64,8,,1684945417.2889118,"40.493979,-111.865870",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-77,-9
133,1684945417.073501000,172.217.14.68,10.215.173.1,132,64,0,42.591,1684945417.896687,"40.493979,-111.865870",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-77,-9
134,1684945418.032124000,10.215.173.1,172.217.14.68,132,64,8,,1684945418.1732328,"40.493979,-111.865870",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-77,-9
135,1684945418.072889000,172.217.14.68,10.215.173.1,132,64,0,40.765,1684945418.985227,"40.493979,-111.865870",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-77,-9
136,1684945419.034105000,10.215.173.1,172.217.14.68,132,64,8,,1684945419.263959,"40.493979,-111.865870",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-77,-9
137,1684945419.074216000,172.217.14.68,10.215.173.1,132,64,0,40.111,1684945420.106851,"40.493979,-111.865870",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
138,1684945420.036816000,10.215.173.1,172.217.14.68,132,64,8,,1684945420.389118,"40.493979,-111.865870",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
139,1684945420.073864000,172.217.14.68,10.215.173.1,132,64,0,37.048,1684945421.075351,"40.493979,-111.865870",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
140,1684945421.038741000,10.215.173.1,172.217.14.68,132,64,8,,1684945421.374903,"40.493979,-111.865870",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
141,1684945421.084103000,172.217.14.68,10.215.173.1,132,64,0,45.362,1684945421.9772742,"40.493979,-111.865870",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
142,1684945422.041171000,10.215.173.1,172.217.14.68,132,64,8,,1684945422.306299,"40.493979,-111.865870",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
143,1684945422.083890000,172.217.14.68,10.215.173.1,132,64,0,42.719,1684945423.1677701,"40.493979,-111.865870",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
144,1684945423.042000000,10.215.173.1,172.217.14.68,132,64,8,,1684945423.47389,"40.493979,-111.865870",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
145,1684945423.083866000,172.217.14.68,10.215.173.1,132,64,0,41.866,1684945424.0729861,"40.493979,-111.865870",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
146,1684945424.043836000,10.215.173.1,172.217.14.68,132,64,8,,1684945424.446335,"40.493979,-111.865870",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
147,1684945424.083042000,172.217.14.68,10.215.173.1,132,64,0,39.206,1684945425.0378938,"40.493979,-111.865869",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
148,1684945425.045211000,10.215.173.1,172.217.14.68,132,64,8,,1684945425.368806,"40.493979,-111.865869",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
149,1684945425.082752000,172.217.14.68,10.215.173.1,132,64,0,37.541,1684945425.96868,"40.493979,-111.865869",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
150,1684945426.045381000,10.215.173.1,172.217.14.68,132,64,8,,1684945426.252199,"40.493979,-111.865869",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
151,1684945426.083006000,172.217.14.68,10.215.173.1,132,64,0,37.625,1684945426.9452338,"40.493979,-111.865869",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
152,1684945427.047160000,10.215.173.1,172.217.14.68,132,64,8,,1684945427.237149,"40.493979,-111.865869",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
153,1684945427.092690000,172.217.14.68,10.215.173.1,132,64,0,45.53,1684945427.9689422,"40.493979,-111.865869",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
154,1684945428.048560000,10.215.173.1,172.217.14.68,132,64,8,,1684945428.2940211,"40.493979,-111.865869",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
155,1684945428.093646000,172.217.14.68,10.215.173.1,132,64,0,45.086,1684945429.185111,"40.493979,-111.865869",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
156,1684945429.050280000,10.215.173.1,172.217.14.68,132,64,8,,1684945429.495903,"40.493979,-111.865869",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
157,1684945429.092962000,172.217.14.68,10.215.173.1,132,64,0,42.682,1684945430.1879199,"40.493979,-111.865869",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-51,-76,-10
158,1684945430.051786000,10.215.173.1,172.217.14.68,132,64,8,,1684945430.500375,"40.493979,-111.865869",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-51,-76,-10
159,1684945430.092705000,172.217.14.68,10.215.173.1,132,64,0,40.919,1684945431.084428,"40.493979,-111.865869",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-51,-76,-10
160,1684945431.053401000,10.215.173.1,172.217.14.68,132,64,8,,1684945431.37326,"40.493979,-111.865869",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-51,-76,-10
161,1684945431.092950000,172.217.14.68,10.215.173.1,132,64,0,39.549,1684945432.272578,"40.493979,-111.865869",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-51,-76,-10
162,1684945432.054886000,10.215.173.1,172.217.14.68,132,64,8,,1684945432.5641768,"40.493979,-111.865869",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-51,-76,-10
163,1684945432.093668000,172.217.14.68,10.215.173.1,132,64,0,38.782,1684945433.162747,"40.493978,-111.865869",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-51,-76,-10
164,1684945433.056563000,10.215.173.1,172.217.14.68,132,64,8,,1684945433.4387999,"40.493978,-111.865869",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-51,-76,-10
165,1684945433.094584000,172.217.14.68,10.215.173.1,132,64,0,38.021,1684945434.139389,"40.493978,-111.865868",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-51,-76,-10
166,1684945434.058221000,10.215.173.1,172.217.14.68,132,64,8,,1684945434.441052,"40.493978,-111.865868",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-51,-76,-10
167,1684945434.095960000,172.217.14.68,10.215.173.1,132,64,0,37.739,1684945435.065714,"40.493978,-111.865868",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-77,-9
168,1684945435.060199000,10.215.173.1,172.217.14.68,132,64,8,,1684945435.448708,"40.493978,-111.865868",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-77,-9
169,1684945435.103836000,172.217.14.68,10.215.173.1,132,64,0,43.637,1684945436.057656,"40.493978,-111.865868",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-77,-9
170,1684945436.061306000,10.215.173.1,172.217.14.68,132,64,8,,1684945436.418123,"40.493978,-111.865868",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-77,-9
171,1684945436.102905000,172.217.14.68,10.215.173.1,132,64,0,41.599,1684945437.041269,"40.493978,-111.865868",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-77,-9
172,1684945437.064535000,10.215.173.1,172.217.14.68,132,64,8,,1684945437.4036531,"40.493978,-111.865868",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-77,-9
173,1684945437.105505000,172.217.14.68,10.215.173.1,132,64,0,40.97,1684945438.013812,"40.493978,-111.865868",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-77,-9
174,1684945438.066753000,10.215.173.1,172.217.14.68,132,64,8,,1684945438.3029041,"40.493978,-111.865868",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-77,-9
175,1684945438.102613000,172.217.14.68,10.215.173.1,132,64,0,35.86,1684945439.031934,"40.493978,-111.865868",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-77,-9
176,1684945439.069093000,10.215.173.1,172.217.14.68,132,64,8,,1684945439.344217,"40.493978,-111.865868",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-77,-9
177,1684945439.113874000,172.217.14.68,10.215.173.1,132,64,0,44.781,1684945440.035857,"40.493978,-111.865868",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
178,1684945440.070923000,10.215.173.1,172.217.14.68,132,64,8,,1684945440.331202,"40.493978,-111.865868",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
179,1684945440.113066000,172.217.14.68,10.215.173.1,132,64,0,42.143,1684945441.0340328,"40.493978,-111.865868",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
180,1684945441.072678000,10.215.173.1,172.217.14.68,132,64,8,,1684945441.327931,"40.493978,-111.865868",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
181,1684945441.116209000,172.217.14.68,10.215.173.1,132,64,0,43.531,1684945441.9925818,"40.493978,-111.865868",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
182,1684945442.074352000,10.215.173.1,172.217.14.68,132,64,8,,1684945442.250512,"40.493978,-111.865868",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
183,1684945442.113865000,172.217.14.68,10.215.173.1,132,64,0,39.513,1684945443.173766,"40.493978,-111.865868",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
184,1684945443.076554000,10.215.173.1,172.217.14.68,132,64,8,,1684945443.452682,"40.493978,-111.865868",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
185,1684945443.115137000,172.217.14.68,10.215.173.1,132,64,0,38.583,1684945444.039741,"40.493978,-111.865868",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
186,1684945444.078732000,10.215.173.1,172.217.14.68,132,64,8,,1684945444.3318489,"40.493978,-111.865868",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
187,1684945444.122724000,172.217.14.68,10.215.173.1,132,64,0,43.992,1684945445.0476968,"40.493978,-111.865867",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
188,1684945445.079899000,10.215.173.1,172.217.14.68,132,64,8,,1684945445.3627079,"40.493978,-111.865867",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
189,1684945445.122869000,172.217.14.68,10.215.173.1,132,64,0,42.97,1684945446.0799859,"40.493978,-111.865867",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
190,1684945446.081129000,10.215.173.1,172.217.14.68,132,64,8,,1684945446.35413,"40.493978,-111.865867",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
191,1684945446.123691000,172.217.14.68,10.215.173.1,132,64,0,42.562,1684945447.016384,"40.493978,-111.865867",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
192,1684945447.083586000,10.215.173.1,172.217.14.68,132,64,8,,1684945447.419776,"40.493978,-111.865867",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
193,1684945447.122878000,172.217.14.68,10.215.173.1,132,64,0,39.292,1684945448.061604,"40.493978,-111.865867",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
194,1684945448.085114000,10.215.173.1,172.217.14.68,132,64,8,,1684945448.464351,"40.493978,-111.865867",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
195,1684945448.122892000,172.217.14.68,10.215.173.1,132,64,0,37.778,1684945449.134308,"40.493978,-111.865867",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
196,1684945449.086869000,10.215.173.1,172.217.14.68,132,64,8,,1684945449.541899,"40.493978,-111.865867",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
197,1684945449.122927000,172.217.14.68,10.215.173.1,132,64,0,36.058,1684945450.184147,"40.493978,-111.865867",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
198,1684945450.087761000,10.215.173.1,172.217.14.68,132,64,8,,1684945450.546014,"40.493978,-111.865867",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
199,1684945450.132524000,172.217.14.68,10.215.173.1,132,64,0,44.763,1684945451.227691,"40.493978,-111.865867",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
200,1684945451.089444000,10.215.173.1,172.217.14.68,132,64,8,,1684945451.576164,"40.493978,-111.865867",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
201,1684945451.133610000,172.217.14.68,10.215.173.1,132,64,0,44.166,1684945452.236592,"40.493978,-111.865867",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
202,1684945452.091986000,10.215.173.1,172.217.14.68,132,64,8,,1684945452.542001,"40.493978,-111.865867",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
203,1684945452.136888000,172.217.14.68,10.215.173.1,132,64,0,44.902,1684945453.2427578,"40.493977,-111.865867",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
204,1684945453.092300000,10.215.173.1,172.217.14.68,132,64,8,,1684945453.5335839,"40.493977,-111.865867",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
205,1684945453.133704000,172.217.14.68,10.215.173.1,132,64,0,41.404,1684945454.3070688,"40.493977,-111.865867",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
206,1684945454.093760000,10.215.173.1,172.217.14.68,132,64,8,,1684945454.5780952,"40.493977,-111.865867",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
207,1684945454.133686000,172.217.14.68,10.215.173.1,132,64,0,39.926,1684945455.237517,"40.493977,-111.865867",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
208,1684945455.095306000,10.215.173.1,172.217.14.68,132,64,8,,1684945455.507989,"40.493977,-111.865867",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
209,1684945455.132982000,172.217.14.68,10.215.173.1,132,64,0,37.676,1684945456.183773,"40.493978,-111.865867",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
210,1684945456.097265000,10.215.173.1,172.217.14.68,132,64,8,,1684945456.460808,"40.493978,-111.865867",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
211,1684945456.132661000,172.217.14.68,10.215.173.1,132,64,0,35.396,1684945457.1173398,"40.493977,-111.865866",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
212,1684945457.099229000,10.215.173.1,172.217.14.68,132,64,8,,1684945457.407823,"40.493977,-111.865866",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
213,1684945457.145706000,172.217.14.68,10.215.173.1,132,64,0,46.477,1684945458.155052,"40.493977,-111.865866",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
214,1684945458.100816000,10.215.173.1,172.217.14.68,132,64,8,,1684945458.470357,"40.493977,-111.865866",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
215,1684945458.142678000,172.217.14.68,10.215.173.1,132,64,0,41.862,1684945459.174113,"40.493977,-111.865866",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
216,1684945459.102965000,10.215.173.1,172.217.14.68,132,64,8,,1684945459.445181,"40.493977,-111.865866",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-53,-76,-9
217,1684945459.143705000,172.217.14.68,10.215.173.1,132,64,0,40.74,1684945460.115896,"40.493977,-111.865866",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-55,-80,-10
218,1684945460.104691000,10.215.173.1,172.217.14.68,132,64,8,,1684945460.512128,"40.493977,-111.865866",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-55,-80,-10
219,1684945460.144204000,172.217.14.68,10.215.173.1,132,64,0,39.513,1684945461.177713,"40.493977,-111.865866",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-55,-80,-10
220,1684945461.106198000,10.215.173.1,172.217.14.68,132,64,8,,1684945461.4675689,"40.493977,-111.865866",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-55,-80,-10
221,1684945461.143993000,172.217.14.68,10.215.173.1,132,64,0,37.795,1684945462.159453,"40.493977,-111.865866",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-55,-80,-10
222,1684945462.109329000,10.215.173.1,172.217.14.68,132,64,8,,1684945462.618284,"40.493977,-111.865866",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-55,-80,-10
223,1684945462.153815000,172.217.14.68,10.215.173.1,132,64,0,44.486,1684945463.292436,"40.493977,-111.865866",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-55,-80,-10
224,1684945463.111278000,10.215.173.1,172.217.14.68,132,64,8,,1684945463.7092018,"40.493977,-111.865866",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-55,-80,-10
225,1684945463.152830000,172.217.14.68,10.215.173.1,132,64,0,41.552,1684945464.3983092,"40.493977,-111.865866",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-55,-80,-10
226,1684945464.112007000,10.215.173.1,172.217.14.68,132,64,8,,1684945464.793956,"40.493977,-111.865866",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-53,-77,-10,23,5,14,423,975,-55,-80,-10
