Pkt_no,Time,src,dst,length,ttl,Type,RTT,Time,Loc,mVoiceRegState,mDataRegState,mChannelNumber,mPci,mEarfcn,mCellBandwidths,rssi,rsrp,rsrq,rssnr,lteLevel,rat,mPci,mEarfcn,rssi,rsrp,rsrq
5426,1684948655.035483000,10.215.173.1,172.217.14.68,132,64,8,,1684948663.3087091,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,22,5,423,975,-51,-72,-8
5427,1684948655.080542000,172.217.14.68,10.215.173.1,132,64,0,45.059,1684948663.62708,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,22,5,423,975,-51,-72,-8
5428,1684948656.036906000,10.215.173.1,172.217.14.68,132,64,8,,1684948664.019068,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,22,5,423,975,-51,-72,-8
5429,1684948656.088875000,172.217.14.68,10.215.173.1,132,64,0,51.969,1684948664.306943,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,22,5,423,975,-51,-72,-8
5430,1684948657.038017000,10.215.173.1,172.217.14.68,132,64,8,,1684948664.5843892,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,22,5,423,975,-51,-72,-8
5431,1684948657.079457000,172.217.14.68,10.215.173.1,132,64,0,41.44,1684948664.9865239,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,22,5,423,975,-51,-72,-8
5432,1684948658.039258000,10.215.173.1,172.217.14.68,132,64,8,,1684948665.294722,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,22,5,423,975,-51,-72,-8
5433,1684948658.079628000,172.217.14.68,10.215.173.1,132,64,0,40.37,1684948670.4980638,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5434,1684948659.041521000,10.215.173.1,172.217.14.68,132,64,8,,1684948670.771946,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5435,1684948659.079565000,172.217.14.68,10.215.173.1,132,64,0,38.044,1684948671.089888,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5436,1684948660.044215000,10.215.173.1,172.217.14.68,132,64,8,,1684948671.467322,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5437,1684948660.080489000,172.217.14.68,10.215.173.1,132,64,0,36.274,1684948671.7500858,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5438,1684948661.045324000,10.215.173.1,172.217.14.68,132,64,8,,1684948672.0338821,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5439,1684948661.090435000,172.217.14.68,10.215.173.1,132,64,0,45.111,1684948672.466227,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5440,1684948662.046578000,10.215.173.1,172.217.14.68,132,64,8,,1684948672.804671,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5441,1684948662.090657000,172.217.14.68,10.215.173.1,132,64,0,44.079,1684948673.079558,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5442,1684948663.048867000,10.215.173.1,172.217.14.68,132,64,8,,1684948673.379908,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5443,1684948663.090519000,172.217.14.68,10.215.173.1,132,64,0,41.652,1684948673.762274,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5444,1684948664.051110000,10.215.173.1,172.217.14.68,132,64,8,,1684948674.0575411,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5445,1684948664.090499000,172.217.14.68,10.215.173.1,132,64,0,39.389,1684948674.339089,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5446,1684948665.052097000,10.215.173.1,172.217.14.68,132,64,8,,1684948674.710755,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5447,1684948665.090477000,172.217.14.68,10.215.173.1,132,64,0,38.38,1684948675.021433,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5448,1684948666.054437000,10.215.173.1,172.217.14.68,132,64,8,,1684948675.343272,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5449,1684948666.089671000,172.217.14.68,10.215.173.1,132,64,0,35.234,1684948675.710405,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5450,1684948667.056397000,10.215.173.1,172.217.14.68,132,64,8,,1684948676.039596,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5451,1684948667.100983000,172.217.14.68,10.215.173.1,132,64,0,44.586,1684948676.327795,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5452,1684948668.057495000,10.215.173.1,172.217.14.68,132,64,8,,1684948676.615171,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5453,1684948668.100609000,172.217.14.68,10.215.173.1,132,64,0,43.114,1684948677.013443,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5454,1684948669.058784000,10.215.173.1,172.217.14.68,132,64,8,,1684948677.317852,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5455,1684948669.100922000,172.217.14.68,10.215.173.1,132,64,0,42.138,1684948677.605388,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5456,1684948670.059792000,10.215.173.1,172.217.14.68,132,64,8,,1684948678.020184,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5457,1684948670.099469000,172.217.14.68,10.215.173.1,132,64,0,39.677,1684948678.343762,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5458,1684948671.061502000,10.215.173.1,172.217.14.68,132,64,8,,1684948678.634718,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5459,1684948671.099519000,172.217.14.68,10.215.173.1,132,64,0,38.017,1684948679.004991,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5460,1684948672.062453000,10.215.173.1,172.217.14.68,132,64,8,,1684948679.3137941,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5461,1684948672.100510000,172.217.14.68,10.215.173.1,132,64,0,38.057,1684948679.5797708,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5462,1684948673.063913000,10.215.173.1,172.217.14.68,132,64,8,,1684948679.877578,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5463,1684948673.100545000,172.217.14.68,10.215.173.1,132,64,0,36.632,1684948685.2313569,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,23,5,423,975,-51,-72,-8
5464,1684948674.065757000,10.215.173.1,172.217.14.68,132,64,8,,1684948685.563827,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5465,1684948674.110664000,172.217.14.68,10.215.173.1,132,64,0,44.907,1684948685.803228,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5466,1684948675.067528000,10.215.173.1,172.217.14.68,132,64,8,,1684948686.1156201,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5467,1684948675.109550000,172.217.14.68,10.215.173.1,132,64,0,42.022,1684948686.435342,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5468,1684948676.069936000,10.215.173.1,172.217.14.68,132,64,8,,1684948686.8205922,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5469,1684948676.110529000,172.217.14.68,10.215.173.1,132,64,0,40.593,1684948687.1294138,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5470,1684948677.071590000,10.215.173.1,172.217.14.68,132,64,8,,1684948687.437042,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5471,1684948677.110498000,172.217.14.68,10.215.173.1,132,64,0,38.908,1684948687.8682399,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5472,1684948678.073563000,10.215.173.1,172.217.14.68,132,64,8,,1684948688.152308,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5473,1684948678.110755000,172.217.14.68,10.215.173.1,132,64,0,37.192,1684948688.449933,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5474,1684948679.075438000,10.215.173.1,172.217.14.68,132,64,8,,1684948688.8495958,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5475,1684948679.121425000,172.217.14.68,10.215.173.1,132,64,0,45.987,1684948689.178089,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5476,1684948680.076616000,10.215.173.1,172.217.14.68,132,64,8,,1684948689.443048,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5477,1684948680.121417000,172.217.14.68,10.215.173.1,132,64,0,44.801,1684948689.725152,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5478,1684948681.078402000,10.215.173.1,172.217.14.68,132,64,8,,1684948690.033623,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5479,1684948681.119702000,172.217.14.68,10.215.173.1,132,64,0,41.3,1684948690.373106,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5480,1684948682.079766000,10.215.173.1,172.217.14.68,132,64,8,,1684948690.649374,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5481,1684948682.120580000,172.217.14.68,10.215.173.1,132,64,0,40.814,1684948691.110166,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5482,1684948683.081131000,10.215.173.1,172.217.14.68,132,64,8,,1684948691.393363,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5483,1684948683.121563000,172.217.14.68,10.215.173.1,132,64,0,40.432,1684948691.706004,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5484,1684948684.083090000,10.215.173.1,172.217.14.68,132,64,8,,1684948692.117756,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5485,1684948684.119662000,172.217.14.68,10.215.173.1,132,64,0,36.572,1684948692.441601,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5486,1684948685.085184000,10.215.173.1,172.217.14.68,132,64,8,,1684948692.735643,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5487,1684948685.129695000,172.217.14.68,10.215.173.1,132,64,0,44.511,1684948693.134156,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5488,1684948686.086880000,10.215.173.1,172.217.14.68,132,64,8,,1684948693.43396,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5489,1684948686.130656000,172.217.14.68,10.215.173.1,132,64,0,43.776,1684948693.750348,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5490,1684948687.087982000,10.215.173.1,172.217.14.68,132,64,8,,1684948694.047046,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5491,1684948687.130843000,172.217.14.68,10.215.173.1,132,64,0,42.861,1684948694.33317,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5492,1684948688.089334000,10.215.173.1,172.217.14.68,132,64,8,,1684948694.5984588,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5493,1684948688.129511000,172.217.14.68,10.215.173.1,132,64,0,40.177,1684948699.854578,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-71,-8
5494,1684948689.091288000,10.215.173.1,172.217.14.68,132,64,8,,1684948700.1361861,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-71,-8
5495,1684948689.129329000,172.217.14.68,10.215.173.1,132,64,0,38.041,1684948700.409725,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-71,-8
5496,1684948690.092310000,10.215.173.1,172.217.14.68,132,64,8,,1684948700.782526,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5497,1684948690.130423000,172.217.14.68,10.215.173.1,132,64,0,38.113,1684948701.078422,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5498,1684948691.094575000,10.215.173.1,172.217.14.68,132,64,8,,1684948701.372355,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5499,1684948691.140532000,172.217.14.68,10.215.173.1,132,64,0,45.957,1684948701.6569548,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5500,1684948692.096028000,10.215.173.1,172.217.14.68,132,64,8,,1684948702.0058281,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5501,1684948692.140409000,172.217.14.68,10.215.173.1,132,64,0,44.381,1684948702.289269,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5502,1684948693.097825000,10.215.173.1,172.217.14.68,132,64,8,,1684948702.5991302,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5503,1684948693.141264000,172.217.14.68,10.215.173.1,132,64,0,43.439,1684948702.9838898,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5504,1684948694.099007000,10.215.173.1,172.217.14.68,132,64,8,,1684948703.30017,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5505,1684948694.139604000,172.217.14.68,10.215.173.1,132,64,0,40.597,1684948703.608893,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5506,1684948695.100832000,10.215.173.1,172.217.14.68,132,64,8,,1684948703.992553,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5507,1684948695.139391000,172.217.14.68,10.215.173.1,132,64,0,38.559,1684948704.3288178,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5508,1684948696.102256000,10.215.173.1,172.217.14.68,132,64,8,,1684948704.600814,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5509,1684948696.139529000,172.217.14.68,10.215.173.1,132,64,0,37.273,1684948704.8765068,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5510,1684948697.104211000,10.215.173.1,172.217.14.68,132,64,8,,1684948705.299586,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5511,1684948697.140474000,172.217.14.68,10.215.173.1,132,64,0,36.263,1684948705.5999098,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5512,1684948698.104879000,10.215.173.1,172.217.14.68,132,64,8,,1684948705.8980212,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5513,1684948698.142354000,172.217.14.68,10.215.173.1,132,64,0,37.475,1684948706.2543218,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5514,1684948699.106366000,10.215.173.1,172.217.14.68,132,64,8,,1684948706.574656,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5515,1684948699.150233000,172.217.14.68,10.215.173.1,132,64,0,43.867,1684948706.901557,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5516,1684948700.108132000,10.215.173.1,172.217.14.68,132,64,8,,1684948707.301328,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5517,1684948700.150296000,172.217.14.68,10.215.173.1,132,64,0,42.164,1684948707.608593,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5518,1684948701.109731000,10.215.173.1,172.217.14.68,132,64,8,,1684948707.916168,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5519,1684948701.150454000,172.217.14.68,10.215.173.1,132,64,0,40.723,1684948708.212221,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5520,1684948702.111674000,10.215.173.1,172.217.14.68,132,64,8,,1684948708.578913,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5521,1684948702.150252000,172.217.14.68,10.215.173.1,132,64,0,38.578,1684948708.8964832,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5522,1684948703.113252000,10.215.173.1,172.217.14.68,132,64,8,,1684948709.182126,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5523,1684948703.156981000,172.217.14.68,10.215.173.1,132,64,0,43.729,1684948714.5313642,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-71,-8
5524,1684948704.115067000,10.215.173.1,172.217.14.68,132,64,8,,1684948714.948624,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-71,-8
5525,1684948704.159972000,172.217.14.68,10.215.173.1,132,64,0,44.905,1684948715.258015,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-71,-8
5526,1684948705.117224000,10.215.173.1,172.217.14.68,132,64,8,,1684948715.543935,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-71,-8
5527,1684948705.161151000,172.217.14.68,10.215.173.1,132,64,0,43.927,1684948715.823099,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5528,1684948706.118271000,10.215.173.1,172.217.14.68,132,64,8,,1684948716.2409012,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5529,1684948706.161068000,172.217.14.68,10.215.173.1,132,64,0,42.797,1684948716.548655,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5530,1684948707.120380000,10.215.173.1,172.217.14.68,132,64,8,,1684948716.876645,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5531,1684948707.160593000,172.217.14.68,10.215.173.1,132,64,0,40.213,1684948717.277632,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5532,1684948708.122809000,10.215.173.1,172.217.14.68,132,64,8,,1684948717.556032,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5533,1684948708.161089000,172.217.14.68,10.215.173.1,132,64,0,38.28,1684948717.8398201,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,23,5,423,975,-51,-72,-8
5534,1684948709.125048000,10.215.173.1,172.217.14.68,132,64,8,,1684948718.220365,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,23,5,423,975,-51,-72,-8
5535,1684948709.170376000,172.217.14.68,10.215.173.1,132,64,0,45.328,1684948718.50077,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,23,5,423,975,-51,-72,-8
5536,1684948710.126724000,10.215.173.1,172.217.14.68,132,64,8,,1684948718.823024,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,23,5,423,975,-51,-72,-8
5537,1684948710.169624000,172.217.14.68,10.215.173.1,132,64,0,42.9,1684948719.231186,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,23,5,423,975,-51,-72,-8
5538,1684948711.129536000,10.215.173.1,172.217.14.68,132,64,8,,1684948719.495409,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,23,5,423,975,-51,-72,-8
5539,1684948711.169467000,172.217.14.68,10.215.173.1,132,64,0,39.931,1684948719.783967,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,23,5,423,975,-51,-72,-8
5540,1684948712.129433000,10.215.173.1,172.217.14.68,132,64,8,,1684948720.0989702,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,23,5,423,975,-51,-72,-8
5541,1684948712.169618000,172.217.14.68,10.215.173.1,132,64,0,40.185,1684948720.5290759,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,23,5,423,975,-51,-72,-8
5542,1684948713.130743000,10.215.173.1,172.217.14.68,132,64,8,,1684948720.807659,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,23,5,423,975,-51,-71,-8
5543,1684948713.170596000,172.217.14.68,10.215.173.1,132,64,0,39.853,1684948721.110585,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,23,5,423,975,-51,-71,-8
5544,1684948714.131946000,10.215.173.1,172.217.14.68,132,64,8,,1684948721.436526,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,23,5,423,975,-51,-71,-8
5545,1684948714.170390000,172.217.14.68,10.215.173.1,132,64,0,38.444,1684948721.7535858,"40.493916,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,23,5,423,975,-51,-71,-8
